label_raw,n,v9_roles,d056_roles,event_context,participant,rule_id
embroiderer,1,other,other,wedding_day,,unmatched
emilio’s suit,1,attire,attire,wedding_day,,h.attire
emilios suite,1,attire,stationery,wedding_day,,h.stationery
emily,1,other,other,wedding_day,,unmatched
emily & danny,1,other,other,wedding_day,,unmatched
end of the night portraits at,1,other,other,wedding_day,,unmatched
energy drinks by,1,catering,bar_service,wedding_day,,h.bar.stripped
engagement ring & band,1,band,jewelry|band,engagement,,compound(exact+exact).ctx
engagement ring and wedding bands,1,band,jewelry|band,engagement,,compound(exact+exact).ctx
engagement shoot,1,other,venue,engagement,,phase_venue.modifier
engagement shoot dress,1,attire,attire,engagement,,exact.ctx
engagement venue,1,venue,venue,engagement,,phase_venue.modifier
engraving,1,other,other,wedding_day,,unmatched
entertaiment,1,other,other,wedding_day,,unmatched
entertainment band and dj,1,band,band|dj,wedding_day,,compound(h.band+exact)
entertainment ceremony,1,dj,dj,ceremony,,exact.ctx
entertainment company,1,dj,other,wedding_day,,unmatched
entertainment director,1,dj,dj,wedding_day,,exact
entertainment management,1,dj,other,wedding_day,,unmatched
entertainment partner,1,dj,other,wedding_day,,unmatched
entertainment services,1,dj,other,wedding_day,,unmatched
entertainment time chicago,1,dj,other,wedding_day,,unmatched
entry,1,other,other,wedding_day,,unmatched
enzo custom,1,other,other,wedding_day,,unmatched
erika dufour,1,other,other,wedding_day,,unmatched
erika’s dress,1,attire,attire,wedding_day,,h.attire
erin & zach,1,other,other,wedding_day,,unmatched
erin hill,1,other,other,wedding_day,,unmatched
erin kilmurray,1,other,other,wedding_day,,unmatched
escort display chocolates,1,other,other,wedding_day,,unmatched
escorts & select signage,1,other,signage,wedding_day,,compound(h.signage)
espresso bar,1,other,bar_service,wedding_day,,h.bar
estate jewelry,1,jeweler,jewelry,wedding_day,,h.jewelry
esthetician,1,other,other,wedding_day,,unmatched
etageres,1,other,other,wedding_day,,unmatched
event and styling,1,other,event_design,wedding_day,,compound(exact)
event branding & stationery,1,stationery,stationery,wedding_day,,compound(exact)
event calligraphy,1,other,calligraphy,wedding_day,,h.calligraphy
event cinematographer,1,other,videographer,wedding_day,,h.videographer
event design & coordination,1,planner,event_design|coordinator,wedding_day,,compound(exact+exact)
event design & planning,1,planner,event_design|planner,wedding_day,,compound(exact+exact)
event design & styling,1,other,event_design,wedding_day,,compound(exact+exact)
event director,1,other,other,wedding_day,,unmatched
event draping,1,other,lighting_production,wedding_day,,h.lighting
event experience,1,other,other,wedding_day,,unmatched
event management,1,other,other,wedding_day,,unmatched
event painter,1,other,live_painter,wedding_day,,h.live_painter
event photos,1,photographer,photographer,wedding_day,,h.photographer
event planner & design,1,planner,planner|event_design,wedding_day,,compound(exact+exact)
event production + planning + design,1,planner,lighting_production|planner|event_design,wedding_day,,compound(h.lighting+exact+exact)
event staff,1,other,staffing,wedding_day,,h.staffing
event styling,1,other,event_design,wedding_day,,h.event_design
event styling + planning,1,planner,event_design|planner,wedding_day,,compound(h.event_design+exact)
event styling and planning,1,planner,event_design|planner,wedding_day,,compound(h.event_design+exact)
eventplanner,1,planner,other,wedding_day,,unmatched
ever wondered what a set,1,other,other,wedding_day,,unmatched
exceptional gastronomy,1,other,other,wedding_day,,unmatched
exciting news this week,1,other,other,wedding_day,,unmatched
exciting news today,1,other,other,wedding_day,,unmatched
exclusive styled shoot for,1,other,other,wedding_day,,unmatched
executive producer,1,other,other,wedding_day,,unmatched
exit car,1,other,transportation,wedding_day,,h.transportation
experience a menu of jewelry,1,jeweler,jewelry,wedding_day,,h.jewelry
experience downtown decadence at,1,other,other,wedding_day,,unmatched
experience paradise in chicago,1,other,other,wedding_day,,unmatched
explore the first,1,other,other,wedding_day,,unmatched
extensions cut,1,other,other,wedding_day,,unmatched
eye patches,1,other,other,wedding_day,,unmatched
eyes & base,1,other,other,wedding_day,,unmatched
eyes shadows,1,other,other,wedding_day,,unmatched
eyeshadow,1,other,other,wedding_day,,unmatched
fabric and furniture,1,other,rentals,wedding_day,,compound(exact)
fabrication & rentals,1,rentals,rentals,wedding_day,,compound(exact)
face painting,1,other,live_painter,wedding_day,,h.live_painter
family hmua,1,beauty_other,hair|makeup,wedding_day,,h.hair_makeup
family memorial tribute sign from,1,other,signage,wedding_day,,h.signage.stripped
fancy pack,1,other,other,wedding_day,,unmatched
fashion & styling,1,other,attire|event_design,wedding_day,,compound(exact+exact)
fashion editorial for,1,other,other,wedding_day,,unmatched
fashion show,1,other,other,wedding_day,,unmatched
fashion sketch illustrator,1,other,live_painter,wedding_day,,h.live_painter
favor box,1,other,other,wedding_day,,unmatched
favorite summer rooftop,1,other,other,wedding_day,,unmatched
featured model,1,other,other,wedding_day,,unmatched
featured photo,1,photographer,photographer,wedding_day,,h.photographer
featured table linens,1,rentals,rentals,wedding_day,,h.rentals
features editor,1,other,other,wedding_day,,unmatched
featuring,1,jeweler,press_feature,wedding_day,,press
featuring gowns by,1,attire,attire,wedding_day,,h.attire.stripped
female model,1,other,other,wedding_day,,unmatched
film assistant & second photographer,1,photographer,second_shooter,wedding_day,,compound(exact)
film develop & scanning,1,videographer,other,wedding_day,,unmatched
film develop + scans,1,videographer,other,wedding_day,,unmatched
film developed at,1,videographer,other,wedding_day,,unmatched
film development,1,videographer,other,wedding_day,,unmatched
film photos,1,photographer,photographer,wedding_day,,h.photographer
film photos taken by my bestie,1,photographer,other,wedding_day,,unmatched
film scanned and developed by,1,videographer,other,wedding_day,,unmatched
film scanning,1,videographer,album_editing,wedding_day,,exact
film scans by,1,videographer,other,wedding_day,,unmatched
final impressions,1,other,other,wedding_day,,unmatched
fintech founder,1,other,other,wedding_day,,unmatched
fire entertainers,1,other,entertainment_other,wedding_day,,h.entertainment_other
first look location,1,other,venue,wedding_day,,h.venue
first looks,1,other,other,wedding_day,,unmatched
first photo by,1,photographer,photographer,wedding_day,,h.photographer.stripped
first up in our vendor love series,1,other,other,wedding_day,,unmatched
five,1,other,noise,wedding_day,,noise
fixing spray,1,other,other,wedding_day,,unmatched
flash,1,other,other,wedding_day,,unmatched
flash mob,1,other,other,wedding_day,,unmatched
flat lay magic by,1,other,other,wedding_day,,unmatched
flatlay,1,other,other,wedding_day,,unmatched
flatlay art direction & styling,1,other,event_design,wedding_day,,compound(exact)
flatlay mats,1,other,other,wedding_day,,unmatched
flawless,1,other,other,wedding_day,,unmatched
flim,1,other,other,wedding_day,,unmatched
floor wrap,1,other,other,wedding_day,,unmatched
floor wrap & seating chart,1,other,signage,wedding_day,,compound(exact)
flooring,1,jeweler,other,wedding_day,,unmatched
flooring & custom stage,1,jeweler,lighting_production,wedding_day,,compound(exact.stripped)
flooring + tent,1,jeweler,tent,wedding_day,,compound(exact)
floral & cake,1,florist,florist|cake,wedding_day,,compound(exact+exact)
floral & decor by,1,florist,florist|decor_other,wedding_day,,exact.stripped
floral & decore,1,florist,florist,wedding_day,,compound(exact)
floral &decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
floral + champagne wall,1,florist,florist,wedding_day,,compound(exact)
floral arch,1,florist,other,wedding_day,,unmatched
floral arrangements,1,florist,other,wedding_day,,unmatched
floral decor,1,florist,decor_other,wedding_day,,h.decor
floral design & decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
floral design & decor by,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
floral design & tabletop,1,florist,florist|rentals,wedding_day,,compound(exact+exact)
floral design by,1,florist,florist,wedding_day,,exact.stripped
floral desing by,1,florist,other,wedding_day,,unmatched
floral donation,1,florist,other,wedding_day,,unmatched
floral donations,1,florist,other,wedding_day,,unmatched
floral meadows,1,florist,other,wedding_day,,unmatched
floral wall,1,florist,other,wedding_day,,unmatched
floral wholesalers,1,florist,other,wedding_day,,unmatched
floral& decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
floral&decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
florals & concept,1,florist,florist|event_design,wedding_day,,compound(exact+exact)
florals & rentals,1,florist,florist|rentals,wedding_day,,compound(exact+exact)
florals & tablescapes,1,florist,florist|event_design,wedding_day,,compound(exact+exact)
florals + lighting,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
florals + planning,1,planner,florist|planner,wedding_day,,compound(exact+exact)
florals + production,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
florals and production,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
florals by the lovely,1,florist,florist,wedding_day,,exact.stripped
florist & coordinator,1,planner,florist|coordinator,wedding_day,,compound(exact+exact)
florist and cake,1,florist,florist|cake,wedding_day,,compound(exact+exact)
florist and decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
florist designer,1,florist,event_design,wedding_day,,h.event_design
florists & decor,1,florist,florist|decor_other,wedding_day,,compound(exact+exact)
flourist,1,other,other,wedding_day,,unmatched
flower and decor,1,florist,florist|decor_other,wedding_day,,compound(h.florist+exact)
flower bar,1,florist,bar_service,wedding_day,,h.bar
flower bar & entrance,1,florist,bar_service,wedding_day,,compound(h.bar)
flower bouquet,1,florist,florist,wedding_day,,h.florist
flower decor by,1,florist,decor_other,wedding_day,,h.decor.stripped
flower preservation,1,florist,other,wedding_day,,unmatched
flower recycling,1,florist,other,wedding_day,,unmatched
flower stand,1,florist,other,wedding_day,,unmatched
flowers & design,1,florist,florist|event_design,wedding_day,,compound(exact+exact)
flowers & draping,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
flowers and lighting,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
flowers and production,1,florist,florist|lighting_production,wedding_day,,compound(exact+exact)
flowers by fave,1,florist,florist,wedding_day,,exact.stripped
flowers from,1,florist,florist,wedding_day,,exact.stripped
flyer by,1,other,other,wedding_day,,unmatched
focaccia bread,1,other,other,wedding_day,,unmatched
follow our venue,1,venue,venue,wedding_day,,h.venue
follow the journey,1,other,other,wedding_day,,unmatched
follow this account,1,other,other,wedding_day,,unmatched
following a week,1,other,other,wedding_day,,unmatched
food & bar,1,catering,catering|bar_service,wedding_day,,compound(exact+exact)
food & beverage,1,catering,catering|bar_service,wedding_day,,compound(exact+exact)
food & dessert,1,cake,catering|desserts,wedding_day,,compound(exact+exact)
food & drink,1,catering,catering,wedding_day,,compound(exact)
food by,1,catering,catering,wedding_day,,exact.stripped
food catering,1,catering,catering,wedding_day,,h.catering
food display,1,catering,other,wedding_day,,unmatched
for abby & henry’s wedding,1,other,other,wedding_day,,unmatched
for bookings,1,other,other,wedding_day,,unmatched
for his current retrospective on,1,other,other,wedding_day,,unmatched
for jess & josh two weeks ago at,1,other,other,wedding_day,,unmatched
for our dance fans,1,other,other,wedding_day,,unmatched
forals,1,other,other,wedding_day,,unmatched
formalwear,1,other,other,wedding_day,,unmatched
fotografia,1,other,other,wedding_day,,unmatched
founder of,1,other,other,wedding_day,,unmatched
fountain,1,other,other,wedding_day,,unmatched
fox and ivory,1,other,other,wedding_day,,unmatched
fresh florals,1,florist,florist,wedding_day,,h.florist
fresh flowers,1,florist,florist,wedding_day,,h.florist
friday bar,1,other,bar_service,wedding_day,,h.bar
friday catering,1,catering,catering,wedding_day,,h.catering
friday night,1,other,other,wedding_day,,unmatched
friday night event,1,other,other,wedding_day,,unmatched
friday rehearsal dinner,1,catering,catering,rehearsal_dinner,,h.catering
friday venue & catering,1,venue,venue|catering,wedding_day,,compound(h.venue+exact)
friday w,1,other,other,wedding_day,,unmatched
friday we are at,1,other,other,wedding_day,,unmatched
from,1,other,noise,wedding_day,,noise
from deli,1,other,other,wedding_day,,unmatched
from earlier this year with,1,other,other,wedding_day,,unmatched
from green sours to gin,1,other,other,wedding_day,,unmatched
from the beginning to the end,1,other,other,wedding_day,,unmatched
from the custom envelope liner,1,other,other,wedding_day,,unmatched
from the first pour to the late,1,other,other,wedding_day,,unmatched
from the fruit centerpieces,1,other,other,wedding_day,,unmatched
from the venue to the food,1,venue,catering,wedding_day,,h.catering
frost lighting,1,other,lighting_production,wedding_day,,h.lighting
frozen drinks,1,catering,bar_service,wedding_day,,h.bar
full day touch up moment,1,other,other,wedding_day,,unmatched
full disclosure,1,other,other,wedding_day,,unmatched
full glam,1,other,hair|makeup,wedding_day,,h.hair_makeup
full service planning,1,planner,planner,wedding_day,,exact.stripped
full tutorial on my tiktok,1,other,other,wedding_day,,unmatched
furniture & decor,1,rentals,rentals|decor_other,wedding_day,,compound(exact+exact)
furniture decor,1,rentals,decor_other,wedding_day,,h.decor
future bride,1,other,other,wedding_day,,unmatched
gajre,1,other,other,wedding_day,,unmatched
gajrey,1,other,other,wedding_day,,unmatched
gallery via,1,other,other,wedding_day,,unmatched
game rental,1,rentals,rentals,wedding_day,,h.rentals
gatsby penthouse,1,other,other,wedding_day,,unmatched
gelato truck,1,other,other,wedding_day,,unmatched
gele & okuku,1,other,other,wedding_day,,unmatched
gele tying,1,other,other,wedding_day,,unmatched
general equipment,1,other,other,wedding_day,,unmatched
geoffrey’s ring,1,jeweler,jewelry,wedding_day,,h.jewelry
geoffrey’s suit,1,attire,attire,wedding_day,,h.attire
