candidate_id,matched_wedding_id,venue_handle,candidate_date,ben_wedding_date,date_delta_days,vendor_jaccard,candidate_post_count,ben_wedding_post_count,jeremy_post_urls,ben_wedding_post_urls,candidate_vendors,ben_wedding_vendors
3,779,"thegeraghty",2022-12-03,2026-07-02,1307,0.333333,1,1,"https://www.instagram.com/p/DRzj-9xjd7o/","https://www.instagram.com/p/DaSylTOEXvI/","photographer: @studiothisisphotography | planner: @sostacyevents | venue: @thegeraghty","venue: @thegeraghty | planner: @sostacyevents | photographer: @iambenramos | other: @blackoak.tech | other: @meredith_blackoak"
64,1186,"thedalcy",2024-01-11,2026-08-10,942,0.733333,1,1,"https://www.instagram.com/p/C17hoq7Jpn-/","https://www.instagram.com/p/Db30bJnFL87/","cake: @sweetmandybs | dj: @theunionchi | florist: @avant_gardenia | hair: @nikavaughanbridalartists | makeup: @joannabartistry | photographer: @shannondugganphotography | planner: @soireesmith | rentals: @bbjlatavola | rentals: @hallsrental | stationery: @miteprint | transportation: @vipvaletservices | venue: @thedalcy | videographer: @josephlotz_","venue: @thedalcy | planner: @soireesmith | photographer: @shannondugganphotography | videographer: @lvi_films | florist: @avant_gardenia | hair: @nikavaughanbridalartists | makeup: @joannabartistry | dj: @theunionchi | stationery: @miteprint | cake: @sweetmandybs | rentals: @bbjlatavola | rentals: @hallsrental | other: @eleganteventlighting"
112,1307,"revelspace",2024-03-16,2026-08-17,884,0.333333,2,1,"https://www.instagram.com/p/C4lC4B6O6vs/ | https://www.instagram.com/p/C4ocxl1AsnD/","https://www.instagram.com/p/DcJQjFJgIbN/","photographer: @bradley_moss | planner: @anticipationevents | rentals: @revel_decor | venue: @revelspace","venue: @revelspace | planner: @revelglobalevents | catering: @limelightcatering | rentals: @revel_decor"
146,638,"adlerplanet",2024-04-27,2026-06-09,773,0.545455,1,1,"https://www.instagram.com/p/C6RMaGVrHBC/","https://www.instagram.com/p/DZXqcBGFdge/","band: @rendezvousbands | catering: @fftchicago | photographer: @amandamegmiller | rentals: @bbjlatavola | rentals: @kehoedesigns | rentals: @mathew_lahey | stationery: @ijorere | venue: @adlerplanet","venue: @adlerplanet | planner: @bethbernstein.events | photographer: @amandamegmiller | dj: @rendezvousbands | stationery: @ijorere | cake: @flourishcakedesign | catering: @fftchicago | rentals: @bbjlatavola | rentals: @kehoedesigns"
174,104,"chicagoathletichotel",2024-05-28,2024-06-29,32,0.666667,1,1,"https://www.instagram.com/p/C7gENOjuTso/","https://www.instagram.com/p/C8x2-eTg9rL/","attire: @graceandivoryofficial | attire: @suitshopofficial | dj: @toastandjamdjs | florist: @flowersfordreams | musician: @aleksey_poltavchenko | photobooth: @fotioco | photographer: @aspenavenuestudios | planner: @weddingbyjenniferfox | venue: @chicagoathletichotel","venue: @chicagoathletichotel | planner: @weddingbyjenniferfox | videographer: @aspenavenuestudios | florist: @flowersfordreams | dj: @toastandjamdjs | musician: @aleksey_poltavchenko | attire: @graceandivoryofficial | attire: @suitshopofficial | photobooth: @fotioco | beauty_other: @blushandbraidsbeautybar | other: @duetdancestudio"
249,115,"mcachicago",2024-07-18,2024-08-16,29,0.0454545,1,1,"https://www.instagram.com/p/C9kb18vxYPO/","https://www.instagram.com/p/C-t61PvO4IO/","attire: @alenaleenabridal | attire: @aliceinivorybridal | attire: @bellabridesmaids | attire: @jennyyoonyc | attire: @theblacktux | cake: @ecbg_studio | dj: @djbryenhall | florist: @thistleandplume | hair: @eringrahamhair | hotel: @parkhyattchicago | makeup: @alyssadianamakeup | photobooth: @ohanaeventsinc | photographer: @lisablumephoto | planner: @ohanaeventsinc | rentals: @bbjlatavola | rentals: @tablescapeschgo | rentals: @thefestivefrog | transportation: @chicagocloud9limos | transportation: @ridestg | venue: @mcachicago","venue: @mcachicago | planner: @honeybeeweddings | florist: @oakandfigfloral | attire: @gildedroseatelier | other: @rcchicago"
256,779,"thegeraghty",2024-07-24,2026-07-02,708,0.333333,1,1,"https://www.instagram.com/p/C9z-QwqRs8w/","https://www.instagram.com/p/DaSylTOEXvI/","photographer: @natalieprobst | planner: @sostacyevents | venue: @thegeraghty","venue: @thegeraghty | planner: @sostacyevents | photographer: @iambenramos | other: @blackoak.tech | other: @meredith_blackoak"
323,930,"the.arbory",2024-08-30,2026-07-21,690,0.4,1,1,"https://www.instagram.com/p/C_S_A6Iiurd/","https://www.instagram.com/p/DbCNjbPFBxf/","catering: @paramountevents | dj: @goldcoastevents | florist: @hmrdesigns | photographer: @studiothisisphotography | planner: @soireesmith | venue: @the.arbory","venue: @the.arbory | planner: @soireesmith | photographer: @studiothisisphotography | videographer: @hypequeenmedia | videographer: @wearewholehearted | florist: @hmrdesigns | hair: @rhonakanehair | makeup: @kellylabanco_mua | dj: @goldcoastevents | stationery: @steraclepress | catering: @paramountevents | rentals: @bbjlatavola | rentals: @nuagedesignsinc | transportation: @chicagocloud9limos | other: @hallsrental"
341,116,"artifacteventschicago",2024-09-06,2024-08-24,13,0.388889,1,1,"https://www.instagram.com/p/C_ldIT-vfwr/","https://www.instagram.com/p/C_Dy2_Vx3rM/","attire: @formallymodern | catering: @heartyboys | dj: @mychicagoweddingdj | dj: @zhantrachicagoent | florist: @branchingoutchicago | hair: @danielakostabeauty | hair: @pinmeupchicago | makeup: @danielakostabeauty | photographer: @rachelmaephoto | planner: @eventsoneeleven | rentals: @mvmtevents | venue: @artifacteventschicago","venue: @artifacteventschicago | planner: @eventsoneeleven | photographer: @rachelmaephoto | videographer: @alma.photog | florist: @branchingoutchicago | makeup: @pinmeupchicago | dj: @mychicagoweddingdj | musician: @zhantrachicagoent | attire: @formallymodern | catering: @heartyboys | beauty_other: @danielakostabeauty | other: @mvmtevents | other: @ralphscigars"
349,779,"thegeraghty",2024-09-11,2026-07-02,659,0.333333,1,1,"https://www.instagram.com/p/C_wQQ0HyNNI/","https://www.instagram.com/p/DaSylTOEXvI/","photographer: @natalieprobst | planner: @sostacyevents | venue: @thegeraghty","venue: @thegeraghty | planner: @sostacyevents | photographer: @iambenramos | other: @blackoak.tech | other: @meredith_blackoak"
402,802,"thedalcy",2024-10-07,2026-07-06,637,0.75,1,1,"https://www.instagram.com/p/DA0z1ToR8mD/","https://www.instagram.com/p/DadYSJklktl/","florist: @bou_k_designco | photographer: @iambenramos | planner: @northwestweddings | venue: @thedalcy","venue: @thedalcy | photographer: @iambenramos | florist: @bou_k_designco"
426,1155,"the.arbory",2024-10-16,2026-08-09,662,0.5,1,1,"https://www.instagram.com/p/DBKZZ_IP4gU/","https://www.instagram.com/p/Db0rGUxxds3/","catering: @cocinafusioncatering | dj: @luniksentertainment | florist: @flowerchild_floraldesign | photographer: @carnivalstudio | planner: @clovereventschicago | venue: @the.arbory","venue: @the.arbory | planner: @eventswithambiance | florist: @flowerchild_floraldesign | dj: @luniksentertainment | catering: @cocinafusioncatering | beauty_other: @angelique_artistry_"
430,930,"the.arbory",2024-10-18,2026-07-21,641,0.4,1,1,"https://www.instagram.com/p/DBPi-rwIc6g/","https://www.instagram.com/p/DbCNjbPFBxf/","catering: @paramountevents | dj: @goldcoastevents | florist: @hmrdesigns | photographer: @studiothisisphotography | planner: @soireesmith | venue: @the.arbory","venue: @the.arbory | planner: @soireesmith | photographer: @studiothisisphotography | videographer: @hypequeenmedia | videographer: @wearewholehearted | florist: @hmrdesigns | hair: @rhonakanehair | makeup: @kellylabanco_mua | dj: @goldcoastevents | stationery: @steraclepress | catering: @paramountevents | rentals: @bbjlatavola | rentals: @nuagedesignsinc | transportation: @chicagocloud9limos | other: @hallsrental"
447,216,"mdschapel",2024-10-30,2025-09-16,321,0.30303,1,2,"https://www.instagram.com/p/DBwfCYOvPUL/","https://www.instagram.com/p/DOrEXsyjq9-/ | https://www.instagram.com/p/DOrZ_fEDl4R/","attire: @swissotelchi | attire: @theweddingdresser | cake: @ecbg_studio | cake: @lovesugarandgrace | dj: @odeainc | hair: @hairbyjuanjose | makeup: @bridalbyaga | photographer: @lacourimages | planner: @frankeventdesign | rentals: @anthonygowderdesigns | rentals: @bbjlatavola | rentals: @tablescapeschgo | stationery: @pioneer_announcements | transportation: @premiertrolley | transportation: @vipvaletserviices | venue: @mdschapel | videographer: @poeticproductions","venue: @mdschapel | venue: @swissotelchi | planner: @frankeventdesign | photographer: @lacourimages | videographer: @poeticproductions | florist: @anthonygowderdesigns | hair: @hairbyjuanjose | makeup: @bridalbyaga | band: @odeainc | attire: @martinthornburg | attire: @nadinemerabi | attire: @shoprevelry | attire: @theblacktux | attire: @valentinosbridalcle | stationery: @pioneer_announcements | cake: @ecbg_studio | rentals: @bbjlatavola | rentals: @tablescapeseventrentals | transportation: @premiertrolley | transportation: @vipvaletservices | jeweler: @helzbergdiamonds | jeweler: @shanecompany | jeweler: @wimmersdiamonds | beauty_other: @theweddingdresser | other: @kierstmdg | other: @lovesugarandgrace"
450,779,"thegeraghty",2024-11-04,2026-07-02,605,0.333333,1,1,"https://www.instagram.com/p/DB6yJv8vY7r/","https://www.instagram.com/p/DaSylTOEXvI/","band: @beatmixchicago | content_creator: @dreamy_content | makeup: @cruziee | photographer: @iambenramos | planner: @sostacyevents | venue: @thegeraghty | videographer: @sundial.creatives","venue: @thegeraghty | planner: @sostacyevents | photographer: @iambenramos | other: @blackoak.tech | other: @meredith_blackoak"
525,45,"rm1520",2024-12-19,2023-02-27,661,0.4,1,1,"https://www.instagram.com/p/DDvfrkIxIL3/","https://www.instagram.com/p/CpLUUVxPuSW/","florist: @theflowergirlcompany | photographer: @ashleyhammphotography | venue: @rm1520","venue: @rm1520 | photographer: @alanalindenfeldphotography | florist: @theflowergirlcompany | cake: @ecbg_studio"
611,930,"the.arbory",2025-02-12,2026-07-21,524,0.6875,1,1,"https://www.instagram.com/p/DF8Xx9fv2d9/","https://www.instagram.com/p/DbCNjbPFBxf/","catering: @paramountevents | dj: @goldcoastevents | florist: @hmrdesigns | photographer: @studiothisisphotography | planner: @soireesmith | rentals: @bbjlatavola | rentals: @hallsrental | rentals: @nuagedesignsinc | stationery: @steraclepress | venue: @the.arbory | videographer: @hypequeenmedia | videographer: @wearewholehearted","venue: @the.arbory | planner: @soireesmith | photographer: @studiothisisphotography | videographer: @hypequeenmedia | videographer: @wearewholehearted | florist: @hmrdesigns | hair: @rhonakanehair | makeup: @kellylabanco_mua | dj: @goldcoastevents | stationery: @steraclepress | catering: @paramountevents | rentals: @bbjlatavola | rentals: @nuagedesignsinc | transportation: @chicagocloud9limos | other: @hallsrental"
642,1115,"universityclubofchicago",2025-02-22,2026-08-05,529,0.333333,1,1,"https://www.instagram.com/p/DGWno8lPEP0/","https://www.instagram.com/p/DbrPD6cmZkw/","attire: @kleinfeldbridal | attire: @sarehnouri | band: @beatmixchicago | beauty_other: @rarebirdbeauties | florist: @juliettanfloraldesign | photographer: @amandamegmiller | planner: @fivegrainevents | stationery: @mag.milestones | venue: @universityclubofchicago | videographer: @oldnorthfilmco","venue: @universityclubofchicago | photographer: @amandamegmiller | videographer: @oldnorthfilmco | florist: @juliettanfloraldesign | makeup: @rarebirdbeauties | dj: @beatmixchicago"
676,724,"morgan.mfg",2025-03-11,2026-06-25,471,0.6,2,2,"https://www.instagram.com/p/DHCVehovf6L/ | https://www.instagram.com/p/DHwarTqTb08/","https://www.instagram.com/p/DaBEa-2FdcO/ | https://www.instagram.com/p/DalFao9g48R/","band: @goldcoastallstars | catering: @entertaining_co | florist: @lifeinbloom | photographer: @sallyodonnellphotography | planner: @bethbernstein.events | rentals: @bbjlatavola | rentals: @hallsrental | rentals: @nuagedesignsinc | stationery: @steraclepress | venue: @morgan.mfg | videographer: @characterdfilms","venue: @morgan.mfg | planner: @bethbernstein.events | photographer: @sallyodonnellphotography | videographer: @amorellaevents | videographer: @characterdfilms | florist: @lifeinbloom | dj: @goldcoastevents | attire: @theweddingdresser | stationery: @steraclepress | catering: @entertaining_co | rentals: @bbjlatavola | rentals: @nuagedesignsinc | other: @silenceactivations"
690,965,"morgansonfulton",2025-03-20,2026-07-25,492,0.375,1,1,"https://www.instagram.com/p/DHZdvRDPwj2/","https://www.instagram.com/p/DbMnQhxMeuv/","florist: @juliettanfloraldesign | photographer: @mariahartephoto | planner: @celebrate_planning | planner: @jaciweber1212 | venue: @morgansonfulton","venue: @morgansonfulton | planner: @celebrate_planning | photographer: @mariahartephoto | florist: @stevesflowermarket | rentals: @tablescapeseventrentals | content_creator: @fromsomeone.co"
710,796,"chicagowinery",2025-04-01,2026-07-06,461,0.7,1,1,"https://www.instagram.com/p/DH4Fmsvv__O/","https://www.instagram.com/p/DadSOwCEdXP/","attire: @palomablancabridal | attire: @vollesbridal | dj: @djleemichaels | florist: @thistleandplume | hair: @anomaliebeautyagency | musician: @dtatemusic | photographer: @danielacardiliphotography | planner: @marrymentweddings | venue: @chicagowinery | videographer: @wholeheartvideo","venue: @chicagowinery | photographer: @danielacardiliphotography | videographer: @wholeheartvideo | florist: @thistleandplume | hair: @anomaliebeautyagency | dj: @djleemichaels | musician: @dtatemusic"
711,1115,"universityclubofchicago",2025-04-01,2026-08-05,491,0.333333,1,1,"https://www.instagram.com/p/DH6VxZURNpM/","https://www.instagram.com/p/DbrPD6cmZkw/","attire: @kleinfeldbridal | attire: @sarehnouri | band: @beatmixchicago | beauty_other: @rarebirdbeauties | florist: @juliettanfloraldesign | photographer: @amandamegmiller | planner: @fivegrainevents | stationery: @mag.milestones | venue: @universityclubofchicago | videographer: @oldnorthfilmco","venue: @universityclubofchicago | photographer: @amandamegmiller | videographer: @oldnorthfilmco | florist: @juliettanfloraldesign | makeup: @rarebirdbeauties | dj: @beatmixchicago"
762,157,"jwmarriottchi",2025-04-27,2025-03-28,30,0.1,2,1,"https://www.instagram.com/p/DI8Fvp-gq2D/ | https://www.instagram.com/p/DJU2JnfPnO1/","https://www.instagram.com/p/DHv8W9ZR89l/","attire: @vwidon | band: @rushstreetrhythm | beauty_other: @leesib | florist: @josephsevents_ | hair: @rhonakanehair | photographer: @nakaiphotography | planner: @jamiebotoninc | venue: @jwmarriottchi","venue: @jwmarriottchi | planner: @apaljetak | other: @misse.daniel"
784,724,"morgan.mfg",2025-05-07,2026-06-25,414,0.5,1,2,"https://www.instagram.com/p/DJUupmaPfb4/","https://www.instagram.com/p/DaBEa-2FdcO/ | https://www.instagram.com/p/DalFao9g48R/","catering: @entertaining_co | florist: @lifeinbloom | photographer: @sallyodonnellphotography | planner: @bethbernstein.events | rentals: @bbjlatavola | rentals: @hallsrental | rentals: @nuagedesignsinc | venue: @morgan.mfg","venue: @morgan.mfg | planner: @bethbernstein.events | photographer: @sallyodonnellphotography | videographer: @amorellaevents | videographer: @characterdfilms | florist: @lifeinbloom | dj: @goldcoastevents | attire: @theweddingdresser | stationery: @steraclepress | catering: @entertaining_co | rentals: @bbjlatavola | rentals: @nuagedesignsinc | other: @silenceactivations"
790,362,"chicagoilluminatingcompany",2025-05-08,2026-02-27,295,0.5,1,1,"https://www.instagram.com/p/DJYCU0uMhaj/","https://www.instagram.com/p/DVPgVhHDdtj/","attire: @amsale | attire: @bellabiancabridalcouture | attire: @theblacktux | cake: @sweetmandybs | catering: @entertaining_co | content_creator: @aforevermoreco | dj: @okynemedialab | florist: @studio_poppy | hair: @eringrahamhair | photographer: @goldenhoursweddings | planner: @lionheartedevents | venue: @chicagoilluminatingcompany","venue: @chicagoilluminatingcompany | planner: @lionheartedevents | photographer: @goldenhoursweddings | videographer: @aforevermore.co | florist: @studio_poppy | hair: @eringrahamhair | dj: @okynemedialab | attire: @amsale | attire: @bellabiancabridalcouture | catering: @entertaining_co | content_creator: @aforevermore.co | other: @frostchicago | other: @joeysoluvly | other: @studio_poppy"
808,1189,"thecanvasvenue",2025-05-14,2026-08-11,454,0.333333,1,1,"https://www.instagram.com/p/DJo0eicN2BY/","https://www.instagram.com/p/Db6maLshEiv/","catering: @lamirage_banquets | florist: @yannidesignstudio | hair: @anomaliebeautyagency | musician: @entouragebandchicago | photographer: @colinlyonsphoto | venue: @thecanvasvenue | videographer: @wholeheartvideo","venue: @thecanvasvenue | photographer: @alauracreative | videographer: @wholeheartvideo | florist: @yannidesignstudio | catering: @paramountevents"
822,938,"revelspace",2025-05-19,2026-07-22,429,0.4375,1,1,"https://www.instagram.com/p/DJzk5utuu2v/","https://www.instagram.com/p/DbEhbBapiex/","cake: @flourishcakedesign | catering: @limelightcatering | content_creator: @unveiltheday_ | dj: @goldcoastallstars | dj: @stagefactor | photographer: @studiothisisphotography | planner: @birchdesignstudio | rentals: @revel_decor | stationery: @afinepress | venue: @revelspace | videographer: @wearewholehearted","venue: @revelspace | planner: @birchdesignstudio | photographer: @jeremybustos_ | photographer: @studiothisisphotography | videographer: @wearewholehearted | band: @goldcoastevents | stationery: @afinepress | cake: @flourishcakedesign | catering: @limelightcatering | other: @frostchicago | other: @revel_decor | other: @stagefactor"
834,623,"revelspace",2025-05-22,2026-06-05,379,0.333333,1,1,"https://www.instagram.com/p/DJ7aItCxw7X/","https://www.instagram.com/p/DZN6F7kCY3M/","band: @beatmixchicago | cake: @tonipatisseriecafe | catering: @limelightcatering | florist: @revel_decor | photographer: @studiothisisphotography | planner: @claireweller | venue: @revelspace","venue: @revelspace | planner: @welldesignedevents | photographer: @mayahleephotography | videographer: @filmandfableco | florist: @revel_decor | makeup: @rarebirdbeauties | dj: @thedjfirm | cake: @tonipatisseriecafe | catering: @limelightcatering"
880,391,"chicagomuseumevents",2025-06-07,2026-03-18,284,0.909091,1,1,"https://www.instagram.com/p/DK7njs8uMb4/","https://www.instagram.com/p/DWCi9w0Edok/","beauty_other: @gcbygeorgecharles | cake: @deerfieldsbakery | dj: @okynemedialab | florist: @flowerchild_floraldesign | photographer: @karlyellisphotography | photographer: @kbye | photographer: @lex_payne8 | transportation: @ridestg | venue: @chicagomuseumevents | videographer: @horizonmedia_il","venue: @chicagomuseumevents | planner: @fftchicago | photographer: @karlyellisphotography | photographer: @kbye | photographer: @lex_payne8 | videographer: @horizonmedia_il | florist: @flowerchild_floraldesign | dj: @okynemedialab | cake: @deerfieldsbakery | transportation: @ridestg | beauty_other: @gcbygeorgecharles"
921,520,"morgan.mfg",2025-06-20,2026-05-11,325,1,1,1,"https://www.instagram.com/p/DLGHCUmuRqm/","https://www.instagram.com/p/DYNJMopDq2v/","cake: @sweetmandybs | catering: @blueplatechicago | hair: @bsansostiartistry | musician: @elegantsoundandlighting | officiant: @zeneventschicago | photographer: @kentdrakephoto | planner: @lolaeventpros | planner: @lolamichellev | rentals: @bbjlatavola | rentals: @eleganteventlighting | rentals: @lifeinbloom | rentals: @thefestivefrog | stationery: @steraclepress | venue: @morgan.mfg","venue: @morgan.mfg | planner: @lolaeventpros | planner: @lolamichellev | photographer: @kentdrakephoto | hair: @bsansostiartistry | musician: @elegantsoundandlighting | stationery: @steraclepress | cake: @sweetmandybs | catering: @blueplatechicago | rentals: @bbjlatavola | rentals: @eleganteventlighting | rentals: @lifeinbloom | rentals: @thefestivefrog | officiant: @zeneventschicago"
925,474,"chicagoculturalcenter",2025-06-21,2026-04-27,310,0.636364,1,1,"https://www.instagram.com/p/DXndGhYDt1K/","https://www.instagram.com/p/DXndGhYDt1K/","attire: @thetiebar | attire: @winniecouture | beauty_other: @blushandbraidsbeautybar | florist: @trablume | photographer: @madiellisphoto | planner: @mel0dierose | planner: @nyeventschicago | venue: @chicagoculturalcenter | videographer: @oldnorthfilmco","venue: @chicagoculturalcenter | photographer: @madiellisphoto | videographer: @oldnorthfilmco | florist: @trablume | attire: @thetiebar | attire: @winniecouture | beauty_other: @blushandbraidsbeautybar | other: @mel0dierose | other: @nyeventschicago"
962,544,"chicagomuseumevents",2025-07-01,2026-05-17,320,0.727273,1,1,"https://www.instagram.com/p/DLijqbev5ZT/","https://www.instagram.com/p/DYdOLxfoNT4/","beauty_other: @bsansostiartistry | cake: @alliancebakery | catering: @blueplatechicago | dj: @soundsaboundtonyho | florist: @crescostems | hotel: @claridge_house | musician: @cloudgatequartet | photographer: @rachelandradephoto | planner: @ohanaeventsinc | venue: @chicagomuseumevents | videographer: @oldnorthfilmco","venue: @chicagomuseumevents | planner: @ohanaeventsinc | photographer: @rachelandradephoto | videographer: @oldnorthfilmco | florist: @crescostems | dj: @soundsaboundtonyho | catering: @blueplatechicago | beauty_other: @bsansostiartistry"
1012,995,"ivyroomchicago",2025-07-17,2026-07-28,376,0.444444,1,1,"https://www.instagram.com/p/DMN-ZRgRuH4/","https://www.instagram.com/p/DbWq6amuz4k/","florist: @flowersbystem | hair: @houseofkoukla | photographer: @elena_usa_photographer | venue: @ivyroomchicago | videographer: @chicagofilmcompany","venue: @ivyroomchicago | planner: @elevatedeventschi | photographer: @elena_usa_photographer | photographer: @emmaazanger | videographer: @chicagofilmcompany | florist: @flowersbystem | stationery: @wideeyespaperco | cake: @flourishcakedesign"
1029,474,"chicagoculturalcenter",2025-07-23,2026-04-27,278,0.428571,1,1,"https://www.instagram.com/p/DMbPd2GvuT-/","https://www.instagram.com/p/DXndGhYDt1K/","attire: @thetiebar | attire: @winniecouture | beauty_other: @blushandbraidsbeautybar | cake: @vanillechicago | catering: @jewelleventscatering | dj: @paulmichaelsevents | florist: @trablume | planner: @mel0dierose | planner: @nyeventschicago | venue: @chicagoculturalcenter | videographer: @oldnorthfilmco","venue: @chicagoculturalcenter | photographer: @madiellisphoto | videographer: @oldnorthfilmco | florist: @trablume | attire: @thetiebar | attire: @winniecouture | beauty_other: @blushandbraidsbeautybar | other: @mel0dierose | other: @nyeventschicago"
1052,564,"charcoalfactoryloft",2025-07-30,2026-05-21,295,0.5,3,2,"https://www.instagram.com/p/DM_nWwhRNLi/ | https://www.instagram.com/p/DMvcOiORDe0/ | https://www.instagram.com/p/DNhI5oaxSro/","https://www.instagram.com/p/DYmietzjyta/ | https://www.instagram.com/p/DYzbD9jlnIj/","beauty_other: @sandythinnes_mua | florist: @_pulp | photographer: @bradley_moss | planner: @sustainablesoirees | venue: @charcoalfactoryloft","venue: @charcoalfactoryloft | photographer: @bradley_moss | florist: @_pulp | florist: @sandythinnes_mua | beauty_other: @sandythinnes_mua | other: @acechicagoevents | other: @sustainablesoirees"
1080,375,"lincolnfarmstead",2025-08-09,2026-03-08,211,0.375,1,1,"https://www.instagram.com/p/DNGuuBIvwJ-/","https://www.instagram.com/p/DVoY1OtgQO4/","cake: @cr8cakes | catering: @unclebubsbbq | dj: @tone.productions | florist: @designstudiodecor | hair: @meraki_artisanhairdesign | photographer: @twa_weddingphotographers | venue: @lincolnfarmstead","venue: @lincolnfarmstead | photographer: @twa_weddingphotographers | hair: @meraki_artisanhairdesign | other: @designstudiodecor"
1091,902,"penthousehydepark",2025-08-14,2026-07-18,338,0.5,1,1,"https://www.instagram.com/p/DNTuNyJPNT9/","https://www.instagram.com/p/Da7MvM0Dr2K/","cake: @sweetmandybs | catering: @cocinafusioncatering | content_creator: @onereellove | dj: @sparkentgroup | florist: @bkfloralandevent | hair: @aprilstylebydesign | makeup: @makeupbycapri_ | officiant: @seversley | photographer: @candacesimsphoto | planner: @southwind.events | transportation: @midwesttransitsystem | venue: @penthousehydepark","venue: @armourhouseweddings | venue: @penthousehydepark | planner: @southwind.events | photographer: @candacesimsphoto | videographer: @hawkstra_ | videographer: @onereellove | florist: @bkfloralandevent | florist: @exquisiteeventsandfloraldesign | hair: @aprilstylebydesign | hair: @themarijexperience | makeup: @b.janiamakeupartistry | makeup: @makeupbycapri_ | makeup: @makeupbyrhonna | dj: @sparkentgroup | attire: @leahdagloria | cake: @sweetmandybs | catering: @cocinafusioncatering | transportation: @midwesttransitsystem | officiant: @marryingmoore | officiant: @seversley | other: @northwestweddings"
1093,205,"thecrawfordvenue",2025-08-14,2025-08-27,13,0.0714286,1,1,"https://www.instagram.com/p/DNUOs0QOW9x/","https://www.instagram.com/p/DN3TP6YWv6z/","beauty_other: @makeup_by_madis | photographer: @thekodakcollective | rentals: @eventswithsavannah | venue: @thecrawfordvenue | videographer: @thelotusfilmsinc","venue: @thecrawfordvenue | photographer: @kaileereiphotography | videographer: @mikebredon | florist: @greenvillageflowers | makeup: @amandadevon | musician: @evanstonstrings | cake: @lechocolatbakery | catering: @mychefcatering | officiant: @adolfoandco | other: @luckydimesplanning"
1106,206,"the.arbory",2025-08-18,2025-08-29,11,0.181818,1,2,"https://www.instagram.com/p/DNd8oFtPom3/","https://www.instagram.com/p/DN8YE1HiWHs/ | https://www.instagram.com/p/DOd7Ku6CYgm/","band: @davidrothsteinmusic | catering: @violas.kitchen | florist: @ceremonybycoachhouse | hair: @styledbysam.mke | makeup: @makeupbyamericaf | planner: @weddingdaychicago | venue: @the.arbory","venue: @the.arbory | photographer: @leaveherwild.photography | videographer: @lawrenceconnorfilms | florist: @ashaddevents | dj: @mychicagoweddingdj | catering: @violas.kitchen"
1139,212,"greenhouseloft",2025-08-27,2025-09-09,13,0.142857,1,1,"https://www.instagram.com/p/DN3SgQl2hFA/","https://www.instagram.com/p/DOZCaDkDnBX/","catering: @blueplatecatering | florist: @anemonechicago | photographer: @allisonwilliamsphotography | venue: @greenhouseloft","venue: @greenhouseloft | planner: @lofi_events | photographer: @meghanmelia | florist: @petalpushr"
1144,1149,"fairliechicago",2025-08-28,2026-08-08,345,0.916667,1,1,"https://www.instagram.com/p/DN530kxkVSJ/","https://www.instagram.com/p/Dbyd8JglfVx/","beauty_other: @lgmakeuptans | beauty_other: @styledbylia_ | catering: @heartyboys | dj: @thedjfirm | florist: @mayfloral | musician: @evanstonstrings | photographer: @shotbysydney | planner: @bustleandlace | transportation: @chicagocloud9limos | venue: @fairliechicago | videographer: @goodweddingfilms","venue: @fairliechicago | planner: @bustleandlace | photographer: @shotbysydney | videographer: @goodweddingfilms | florist: @mayfloral | dj: @thedjfirm | musician: @evanstonstrings | catering: @heartyboys | transportation: @chicagocloud9limos | beauty_other: @lgmakeuptans | beauty_other: @styledbylia_ | other: @mklightingdesign"
1173,231,"therookerybuilding",2025-09-05,2025-10-02,27,0.0909091,1,2,"https://www.instagram.com/p/DOOlIGhkw6C/","https://www.instagram.com/p/DPT9vYsDlJG/ | https://www.instagram.com/p/DPWsMRijioK/","florist: @stemschicago | hair: @abhairsalons | makeup: @pinmeupchicago | photographer: @anapiersonphotography | planner: @rbs.events | venue: @therookerybuilding | videographer: @oldnorthfilmco","venue: @therookerybuilding | planner: @revelglobalevents | other: @frostchicago | other: @revel_decor | other: @stagefactor"
1179,307,"charcoalfactoryloft",2025-09-06,2026-01-14,130,1,2,1,"https://www.instagram.com/p/DOb2tiIAUjK/ | https://www.instagram.com/p/DORLthjjsbW/","https://www.instagram.com/p/DTf-hiVjl7C/","catering: @vendadorchicago | florist: @tspetalsandink | hair: @makeupbyperlalarios | hotel: @pendrychicago | photographer: @thekodakcollective | planner: @bridget_mary_weddings | rentals: @acechicagoevents | rentals: @bbjlavatola | rentals: @hallsrental | transportation: @windycitylimousine | venue: @charcoalfactoryloft","venue: @charcoalfactoryloft | planner: @bridget_mary_weddings | photographer: @thekodakcollective | florist: @tspetalsandink | hair: @makeupbyperlalarios | catering: @vendadorchicago | rentals: @acechicagoevents | rentals: @bbjlavatola | rentals: @hallsrental | transportation: @windycitylimousine | hotel: @pendrychicago"
1180,206,"the.arbory",2025-09-06,2025-08-29,8,0.0769231,1,2,"https://www.instagram.com/p/DOROojNkSOM/","https://www.instagram.com/p/DN8YE1HiWHs/ | https://www.instagram.com/p/DOd7Ku6CYgm/","attire: @barongworld_official | attire: @dianasbridal | attire: @express | dj: @figmedia | hair: @blushandbraidsbeautybar | planner: @mel0dierose | planner: @nyeventschicago | venue: @the.arbory","venue: @the.arbory | photographer: @leaveherwild.photography | videographer: @lawrenceconnorfilms | florist: @ashaddevents | dj: @mychicagoweddingdj | catering: @violas.kitchen"
